Record ID,Employee ID,Employee Name,Team,Process,Date,Shift,Records Received,Records Processed,Records Pending,Errors,Rework,SLA Target,SLA Achieved,Processing Time,Working Hours,Quality Score,Attendance,Status,Productivity,Productivity %,Error Rate %,Accuracy %,Rework Rate %,SLA %,SLA Breach,Attendance %,Absenteeism %,Processing Ratio %,Opening Backlog,Closing Backlog,Backlog Status,Productivity Band,Quality Band,SLA Band
REC000358,EMP038,Employee 038,Team D,Quality Review,2026-07-09,General,140,118,22,7,2,95,112,6.84,8.0,94.16,Present,Partial,14.75,98.33,5.93,94.07,1.69,94.92,Yes,100,0,84.29,6826,8369,Backlog Exists,High,Average,At Risk
REC000359,EMP039,Employee 039,Team D,Quality Review,2026-07-09,Morning,117,99,18,3,3,95,92,6.34,7.5,96.82,Late,Partial,13.2,88.0,3.03,96.97,3.03,92.93,Yes,100,0,84.62,6826,8369,Backlog Exists,Average,Good,At Risk
REC000360,EMP040,Employee 040,Team D,Quality Review,2026-07-09,Night,77,66,11,4,1,95,55,6.77,8.0,93.49,Present,Partial,8.25,55.0,6.06,93.94,1.52,83.33,Yes,100,0,85.71,6826,8369,Backlog Exists,Low,Average,Breached
REC000361,EMP001,Employee 001,Team A,Document Verification,2026-07-10,General,115,80,35,2,2,95,76,6.9,8.0,97.24,Present,Partial,10.0,66.67,2.5,97.5,2.5,95.0,No,100,0,69.57,8369,9470,Backlog Exists,Low,Good,Met
REC000362,EMP002,Employee 002,Team A,Document Verification,2026-07-10,General,99,69,30,5,2,95,65,3.91,8.0,93.14,Present,Partial,8.62,57.5,7.25,92.75,2.9,94.2,Yes,100,0,69.7,8369,9470,Backlog Exists,Low,Average,At Risk
REC000363,EMP003,Employee 003,Team A,Document Verification,2026-07-10,General,108,75,33,2,1,95,70,3.9,8.0,97.78,Present,Partial,9.38,62.5,2.67,97.33,1.33,93.33,Yes,100,0,69.44,8369,9470,Backlog Exists,Low,Good,At Risk
REC000364,EMP004,Employee 004,Team A,Document Verification,2026-07-10,Night,81,56,25,3,1,95,52,4.71,8.0,95.16,Present,Partial,7.0,46.67,5.36,94.64,1.79,92.86,Yes,100,0,69.14,8369,9470,Backlog Exists,Low,Good,At Risk
REC000365,EMP005,Employee 005,Team A,Document Verification,2026-07-10,Night,182,127,55,3,4,95,121,4.16,8.0,97.98,Present,Partial,15.88,100.0,2.36,97.64,3.15,95.28,No,100,0,69.78,8369,9470,Backlog Exists,High,Good,Met
REC000366,EMP006,Employee 006,Team A,Document Verification,2026-07-10,Afternoon,115,80,35,2,1,95,72,6.56,8.0,97.23,Present,Partial,10.0,66.67,2.5,97.5,1.25,90.0,Yes,100,0,69.57,8369,9470,Backlog Exists,Low,Good,At Risk
REC000367,EMP007,Employee 007,Team A,Document Verification,2026-07-10,General,85,59,26,5,0,95,46,5.28,8.0,91.81,Present,Partial,7.38,49.17,8.47,91.53,0.0,77.97,Yes,100,0,69.41,8369,9470,Backlog Exists,Low,Average,Breached
REC000368,EMP008,Employee 008,Team A,Document Verification,2026-07-10,General,85,59,26,4,1,95,53,4.18,8.0,93.16,Present,Partial,7.38,49.17,6.78,93.22,1.69,89.83,Yes,100,0,69.41,8369,9470,Backlog Exists,Low,Average,Breached
REC000369,EMP009,Employee 009,Team A,Document Verification,2026-07-10,General,75,52,23,3,1,95,39,6.85,8.0,94.16,Present,Partial,6.5,43.33,5.77,94.23,1.92,75.0,Yes,100,0,69.33,8369,9470,Backlog Exists,Low,Average,Breached
REC000370,EMP010,Employee 010,Team A,Document Verification,2026-07-10,General,169,118,51,1,3,95,114,5.89,8.0,99.18,Present,Partial,14.75,98.33,0.85,99.15,2.54,96.61,No,100,0,69.82,8369,9470,Backlog Exists,High,Excellent,Met
REC000371,EMP011,Employee 011,Team B,Data Entry,2026-07-10,General,126,84,42,5,1,95,76,7.0,8.0,94.36,Present,Partial,10.5,70.0,5.95,94.05,1.19,90.48,Yes,100,0,66.67,8369,9470,Backlog Exists,Low,Average,At Risk
REC000372,EMP012,Employee 012,Team B,Data Entry,2026-07-10,Afternoon,0,0,0,0,0,95,0,3.25,0.0,98.22,Leave,Pending,0.0,0.0,0.0,100.0,0.0,0.0,Yes,0,100,0.0,8369,9470,Backlog Exists,Low,Excellent,Breached
REC000373,EMP013,Employee 013,Team B,Data Entry,2026-07-10,Night,137,91,46,4,2,95,80,4.08,8.0,95.07,Present,Partial,11.38,75.83,4.4,95.6,2.2,87.91,Yes,100,0,66.42,8369,9470,Backlog Exists,Average,Good,Breached
REC000374,EMP014,Employee 014,Team B,Data Entry,2026-07-10,Morning,137,91,46,4,1,95,85,4.93,8.0,95.59,Present,Partial,11.38,75.83,4.4,95.6,1.1,93.41,Yes,100,0,66.42,8369,9470,Backlog Exists,Average,Good,At Risk
REC000375,EMP015,Employee 015,Team B,Data Entry,2026-07-10,Night,70,46,24,4,1,95,39,4.58,8.0,90.53,Present,Partial,5.75,38.33,8.7,91.3,2.17,84.78,Yes,100,0,65.71,8369,9470,Backlog Exists,Low,Average,Breached
REC000376,EMP016,Employee 016,Team B,Data Entry,2026-07-10,Night,203,135,68,1,4,95,129,6.51,8.0,99.34,Present,Partial,16.88,100.0,0.74,99.26,2.96,95.56,No,100,0,66.5,8369,9470,Backlog Exists,High,Excellent,Met
REC000377,EMP017,Employee 017,Team B,Data Entry,2026-07-10,Afternoon,128,85,43,9,4,95,71,4.38,8.0,89.25,Present,Partial,10.62,70.83,10.59,89.41,4.71,83.53,Yes,100,0,66.41,8369,9470,Backlog Exists,Low,Needs Improvement,Breached
REC000378,EMP018,Employee 018,Team B,Data Entry,2026-07-10,Morning,157,104,53,7,1,95,92,3.85,8.0,93.15,Present,Partial,13.0,86.67,6.73,93.27,0.96,88.46,Yes,100,0,66.24,8369,9470,Backlog Exists,Average,Average,Breached
REC000379,EMP019,Employee 019,Team B,Data Entry,2026-07-10,Night,197,131,66,1,1,95,125,5.59,8.0,99.0,Present,Partial,16.38,100.0,0.76,99.24,0.76,95.42,No,100,0,66.5,8369,9470,Backlog Exists,High,Excellent,Met
REC000380,EMP020,Employee 020,Team B,Data Entry,2026-07-10,Afternoon,85,57,28,5,1,95,43,5.91,8.0,91.05,Present,Partial,7.12,47.5,8.77,91.23,1.75,75.44,Yes,100,0,67.06,8369,9470,Backlog Exists,Low,Average,Breached
REC000381,EMP021,Employee 021,Team C,Application Processing,2026-07-10,Afternoon,167,139,28,2,1,95,127,5.81,8.0,98.5,Present,Partial,17.38,100.0,1.44,98.56,0.72,91.37,Yes,100,0,83.23,8369,9470,Backlog Exists,High,Excellent,At Risk
REC000382,EMP022,Employee 022,Team C,Application Processing,2026-07-10,General,128,107,21,4,1,95,95,3.75,8.0,96.14,Present,Partial,13.38,89.17,3.74,96.26,0.93,88.79,Yes,100,0,83.59,8369,9470,Backlog Exists,Average,Good,Breached
REC000383,EMP023,Employee 023,Team C,Application Processing,2026-07-10,Night,155,129,26,4,2,95,123,4.07,8.0,97.06,Present,Partial,16.12,100.0,3.1,96.9,1.55,95.35,No,100,0,83.23,8369,9470,Backlog Exists,High,Good,Met
REC000384,EMP024,Employee 024,Team C,Application Processing,2026-07-10,Night,105,88,17,4,3,95,82,3.99,8.0,95.15,Present,Partial,11.0,73.33,4.55,95.45,3.41,93.18,Yes,100,0,83.81,8369,9470,Backlog Exists,Low,Good,At Risk
REC000385,EMP025,Employee 025,Team C,Application Processing,2026-07-10,Afternoon,112,94,18,5,1,95,81,3.29,8.0,94.78,Present,Partial,11.75,78.33,5.32,94.68,1.06,86.17,Yes,100,0,83.93,8369,9470,Backlog Exists,Average,Average,Breached
REC000386,EMP026,Employee 026,Team C,Application Processing,2026-07-10,Afternoon,139,116,23,3,2,95,110,5.69,8.0,97.62,Present,Partial,14.5,96.67,2.59,97.41,1.72,94.83,Yes,100,0,83.45,8369,9470,Backlog Exists,High,Good,At Risk
REC000387,EMP027,Employee 027,Team C,Application Processing,2026-07-10,Afternoon,87,73,14,2,2,95,64,4.3,8.0,96.9,Present,Partial,9.12,60.83,2.74,97.26,2.74,87.67,Yes,100,0,83.91,8369,9470,Backlog Exists,Low,Good,Breached
REC000388,EMP028,Employee 028,Team C,Application Processing,2026-07-10,Morning,84,70,14,4,2,95,52,6.28,7.5,94.59,Late,Partial,9.33,62.22,5.71,94.29,2.86,74.29,Yes,100,0,83.33,8369,9470,Backlog Exists,Low,Average,Breached
REC000389,EMP029,Employee 029,Team C,Application Processing,2026-07-10,Morning,180,150,30,4,3,95,149,4.95,8.0,97.31,Present,Partial,18.75,100.0,2.67,97.33,2.0,99.33,No,100,0,83.33,8369,9470,Backlog Exists,High,Good,Met
REC000390,EMP030,Employee 030,Team C,Application Processing,2026-07-10,General,86,72,14,6,1,95,60,4.4,8.0,92.08,Present,Partial,9.0,60.0,8.33,91.67,1.39,83.33,Yes,100,0,83.72,8369,9470,Backlog Exists,Low,Average,Breached
REC000391,EMP031,Employee 031,Team D,Quality Review,2026-07-10,General,108,91,17,4,2,95,81,6.76,8.0,95.25,Present,Partial,11.38,75.83,4.4,95.6,2.2,89.01,Yes,100,0,84.26,8369,9470,Backlog Exists,Average,Good,Breached
REC000392,EMP032,Employee 032,Team D,Quality Review,2026-07-10,Afternoon,77,65,12,8,2,95,53,4.33,8.0,88.05,Present,Partial,8.12,54.17,12.31,87.69,3.08,81.54,Yes,100,0,84.42,8369,9470,Backlog Exists,Low,Needs Improvement,Breached
REC000393,EMP033,Employee 033,Team D,Quality Review,2026-07-10,Morning,107,90,17,5,3,95,83,6.76,8.0,94.93,Present,Partial,11.25,75.0,5.56,94.44,3.33,92.22,Yes,100,0,84.11,8369,9470,Backlog Exists,Average,Average,At Risk
REC000394,EMP034,Employee 034,Team D,Quality Review,2026-07-10,Night,0,0,0,0,0,95,0,4.99,0.0,87.93,Leave,Pending,0.0,0.0,0.0,100.0,0.0,0.0,Yes,0,100,0.0,8369,9470,Backlog Exists,Low,Needs Improvement,Breached
REC000395,EMP035,Employee 035,Team D,Quality Review,2026-07-10,Morning,99,83,16,3,1,95,79,3.34,8.0,96.71,Present,Partial,10.38,69.17,3.61,96.39,1.2,95.18,No,100,0,83.84,8369,9470,Backlog Exists,Low,Good,Met
REC000396,EMP036,Employee 036,Team D,Quality Review,2026-07-10,Night,104,88,16,3,3,95,83,5.05,8.0,97.04,Present,Partial,11.0,73.33,3.41,96.59,3.41,94.32,Yes,100,0,84.62,8369,9470,Backlog Exists,Low,Good,At Risk
REC000397,EMP037,Employee 037,Team D,Quality Review,2026-07-10,Afternoon,141,119,22,2,4,95,110,5.2,8.0,98.32,Present,Partial,14.88,99.17,1.68,98.32,3.36,92.44,Yes,100,0,84.4,8369,9470,Backlog Exists,High,Excellent,At Risk
REC000398,EMP038,Employee 038,Team D,Quality Review,2026-07-10,General,110,93,17,6,2,95,88,3.2,8.0,94.02,Present,Partial,11.62,77.5,6.45,93.55,2.15,94.62,Yes,100,0,84.55,8369,9470,Backlog Exists,Average,Average,At Risk
REC000399,EMP039,Employee 039,Team D,Quality Review,2026-07-10,Morning,103,87,16,2,0,95,79,3.06,8.0,97.56,Present,Partial,10.88,72.5,2.3,97.7,0.0,90.8,Yes,100,0,84.47,8369,9470,Backlog Exists,Low,Good,At Risk
REC000400,EMP040,Employee 040,Team D,Quality Review,2026-07-10,Night,54,46,8,5,1,95,37,5.41,8.0,88.54,Present,Partial,5.75,38.33,10.87,89.13,2.17,80.43,Yes,100,0,85.19,8369,9470,Backlog Exists,Low,Needs Improvement,Breached
REC000401,EMP001,Employee 001,Team A,Document Verification,2026-07-11,General,74,80,0,2,2,95,76,5.0,8.0,97.37,Present,Completed,10.0,66.67,2.5,97.5,2.5,95.0,No,100,0,108.11,9470,9372,Backlog Exists,Low,Good,Met
REC000402,EMP002,Employee 002,Team A,Document Verification,2026-07-11,General,97,104,0,4,1,95,98,4.68,8.0,95.68,Present,Completed,13.0,86.67,3.85,96.15,0.96,94.23,Yes,100,0,107.22,9470,9372,Backlog Exists,Average,Good,At Risk
REC000403,EMP003,Employee 003,Team A,Document Verification,2026-07-11,General,79,85,0,4,2,95,79,3.8,8.0,95.5,Present,Completed,10.62,70.83,4.71,95.29,2.35,92.94,Yes,100,0,107.59,9470,9372,Backlog Exists,Low,Good,At Risk
REC000404,EMP004,Employee 004,Team A,Document Verification,2026-07-11,Night,86,92,0,4,2,95,84,3.11,8.0,95.95,Present,Completed,11.5,76.67,4.35,95.65,2.17,91.3,Yes,100,0,106.98,9470,9372,Backlog Exists,Average,Good,At Risk
REC000405,EMP005,Employee 005,Team A,Document Verification,2026-07-11,Night,96,103,0,2,1,95,101,2.68,8.0,97.63,Present,Completed,12.88,85.83,1.94,98.06,0.97,98.06,No,100,0,107.29,9470,9372,Backlog Exists,Average,Good,Met
REC000406,EMP006,Employee 006,Team A,Document Verification,2026-07-11,Afternoon,92,98,0,2,1,95,86,6.77,8.0,97.62,Present,Completed,12.25,81.67,2.04,97.96,1.02,87.76,Yes,100,0,106.52,9470,9372,Backlog Exists,Average,Good,Breached
REC000407,EMP007,Employee 007,Team A,Document Verification,2026-07-11,General,43,47,0,3,1,95,41,6.09,8.0,93.23,Present,Completed,5.88,39.17,6.38,93.62,2.13,87.23,Yes,100,0,109.3,9470,9372,Backlog Exists,Low,Average,Breached
REC000408,EMP008,Employee 008,Team A,Document Verification,2026-07-11,General,72,78,0,5,2,95,71,5.21,8.0,93.04,Present,Completed,9.75,65.0,6.41,93.59,2.56,91.03,Yes,100,0,108.33,9470,9372,Backlog Exists,Low,Average,At Risk
REC000409,EMP009,Employee 009,Team A,Document Verification,2026-07-11,General,69,74,0,8,2,95,56,7.82,8.0,89.78,Present,Completed,9.25,61.67,10.81,89.19,2.7,75.68,Yes,100,0,107.25,9470,9372,Backlog Exists,Low,Needs Improvement,Breached
REC000410,EMP010,Employee 010,Team A,Document Verification,2026-07-11,General,94,100,0,2,3,95,98,5.18,8.0,97.65,Present,Completed,12.5,83.33,2.0,98.0,3.0,98.0,No,100,0,106.38,9470,9372,Backlog Exists,Average,Good,Met
REC000411,EMP011,Employee 011,Team B,Data Entry,2026-07-11,General,91,84,7,4,1,95,79,6.53,8.0,94.73,Present,Partial,10.5,70.0,4.76,95.24,1.19,94.05,Yes,100,0,92.31,9470,9372,Backlog Exists,Low,Average,At Risk
REC000412,EMP012,Employee 012,Team B,Data Entry,2026-07-11,Afternoon,0,0,0,0,0,95,0,3.52,0.0,97.36,Absent,Pending,0.0,0.0,0.0,100.0,0.0,0.0,Yes,0,100,0.0,9470,9372,Backlog Exists,Low,Good,Breached
REC000413,EMP013,Employee 013,Team B,Data Entry,2026-07-11,Night,87,81,6,5,1,95,73,4.34,8.0,93.83,Present,Partial,10.12,67.5,6.17,93.83,1.23,90.12,Yes,100,0,93.1,9470,9372,Backlog Exists,Low,Average,At Risk
REC000414,EMP014,Employee 014,Team B,Data Entry,2026-07-11,Morning,125,115,10,4,3,95,111,4.66,8.0,96.75,Present,Partial,14.38,95.83,3.48,96.52,2.61,96.52,No,100,0,92.0,9470,9372,Backlog Exists,High,Good,Met
REC000415,EMP015,Employee 015,Team B,Data Entry,2026-07-11,Night,58,54,4,4,1,95,46,5.9,8.0,93.28,Present,Partial,6.75,45.0,7.41,92.59,1.85,85.19,Yes,100,0,93.1,9470,9372,Backlog Exists,Low,Average,Breached
REC000416,EMP016,Employee 016,Team B,Data Entry,2026-07-11,Night,127,117,10,3,2,95,114,5.09,8.0,97.61,Present,Partial,14.62,97.5,2.56,97.44,1.71,97.44,No,100,0,92.13,9470,9372,Backlog Exists,High,Good,Met
REC000417,EMP017,Employee 017,Team B,Data Entry,2026-07-11,Afternoon,95,88,7,7,5,95,74,3.46,8.0,91.64,Present,Partial,11.0,73.33,7.95,92.05,5.68,84.09,Yes,100,0,92.63,9470,9372,Backlog Exists,Low,Average,Breached
REC000418,EMP018,Employee 018,Team B,Data Entry,2026-07-11,Morning,101,93,8,3,2,95,88,6.81,8.0,96.82,Present,Partial,11.62,77.5,3.23,96.77,2.15,94.62,Yes,100,0,92.08,9470,9372,Backlog Exists,Average,Good,At Risk
REC000419,EMP019,Employee 019,Team B,Data Entry,2026-07-11,Night,135,124,11,1,3,95,123,5.33,8.0,99.33,Present,Partial,15.5,100.0,0.81,99.19,2.42,99.19,No,100,0,91.85,9470,9372,Backlog Exists,High,Excellent,Met
REC000420,EMP020,Employee 020,Team B,Data Entry,2026-07-11,Afternoon,75,70,5,4,1,95,57,7.12,8.0,94.2,Present,Partial,8.75,58.33,5.71,94.29,1.43,81.43,Yes,100,0,93.33,9470,9372,Backlog Exists,Low,Average,Breached
REC000421,EMP021,Employee 021,Team C,Application Processing,2026-07-11,Afternoon,141,139,2,3,5,95,127,2.79,8.0,97.69,Present,Partial,17.38,100.0,2.16,97.84,3.6,91.37,Yes,100,0,98.58,9470,9372,Backlog Exists,High,Good,At Risk
REC000422,EMP022,Employee 022,Team C,Application Processing,2026-07-11,General,71,71,0,3,2,95,64,4.48,8.0,96.04,Present,Completed,8.88,59.17,4.23,95.77,2.82,90.14,Yes,100,0,100.0,9470,9372,Backlog Exists,Low,Good,At Risk
REC000423,EMP023,Employee 023,Team C,Application Processing,2026-07-11,Night,117,115,2,3,2,95,114,3.98,8.0,97.14,Present,Partial,14.38,95.83,2.61,97.39,1.74,99.13,No,100,0,98.29,9470,9372,Backlog Exists,High,Good,Met
REC000424,EMP024,Employee 024,Team C,Application Processing,2026-07-11,Night,80,79,1,2,1,95,74,3.38,8.0,97.21,Present,Partial,9.88,65.83,2.53,97.47,1.27,93.67,Yes,100,0,98.75,9470,9372,Backlog Exists,Low,Good,At Risk
REC000425,EMP025,Employee 025,Team C,Application Processing,2026-07-11,Afternoon,85,84,1,5,0,95,75,5.19,8.0,93.52,Present,Partial,10.5,70.0,5.95,94.05,0.0,89.29,Yes,100,0,98.82,9470,9372,Backlog Exists,Low,Average,Breached
REC000426,EMP026,Employee 026,Team C,Application Processing,2026-07-11,Afternoon,99,98,1,1,2,95,92,2.78,8.0,98.56,Present,Partial,12.25,81.67,1.02,98.98,2.04,93.88,Yes,100,0,98.99,9470,9372,Backlog Exists,Average,Excellent,At Risk
REC000427,EMP027,Employee 027,Team C,Application Processing,2026-07-11,Afternoon,75,75,0,3,1,95,68,4.56,8.0,96.57,Present,Completed,9.38,62.5,4.0,96.0,1.33,90.67,Yes,100,0,100.0,9470,9372,Backlog Exists,Low,Good,At Risk
REC000428,EMP028,Employee 028,Team C,Application Processing,2026-07-11,Morning,61,60,1,7,1,95,51,6.01,8.0,89.11,Present,Partial,7.5,50.0,11.67,88.33,1.67,85.0,Yes,100,0,98.36,9470,9372,Backlog Exists,Low,Needs Improvement,Breached
REC000429,EMP029,Employee 029,Team C,Application Processing,2026-07-11,Morning,143,142,1,1,3,95,140,3.86,8.0,99.56,Present,Partial,17.75,100.0,0.7,99.3,2.11,98.59,No,100,0,99.3,9470,9372,Backlog Exists,High,Excellent,Met
REC000430,EMP030,Employee 030,Team C,Application Processing,2026-07-11,General,34,34,0,2,0,95,28,4.84,4.0,92.99,Half Day,Completed,8.5,56.67,5.88,94.12,0.0,82.35,Yes,50,0,100.0,9470,9372,Backlog Exists,Low,Average,Breached
REC000431,EMP031,Employee 031,Team D,Quality Review,2026-07-11,General,85,98,0,3,3,95,92,3.6,8.0,96.93,Present,Completed,12.25,81.67,3.06,96.94,3.06,93.88,Yes,100,0,115.29,9470,9372,Backlog Exists,Average,Good,At Risk
REC000432,EMP032,Employee 032,Team D,Quality Review,2026-07-11,Afternoon,53,62,0,6,1,95,47,7.88,8.0,89.52,Present,Completed,7.75,51.67,9.68,90.32,1.61,75.81,Yes,100,0,116.98,9470,9372,Backlog Exists,Low,Needs Improvement,Breached
REC000433,EMP033,Employee 033,Team D,Quality Review,2026-07-11,Morning,62,71,0,3,2,95,67,4.72,8.0,96.15,Present,Completed,8.88,59.17,4.23,95.77,2.82,94.37,Yes,100,0,114.52,9470,9372,Backlog Exists,Low,Good,At Risk
REC000434,EMP034,Employee 034,Team D,Quality Review,2026-07-11,Night,88,102,0,12,6,95,94,5.99,8.0,88.46,Present,Completed,12.75,85.0,11.76,88.24,5.88,92.16,Yes,100,0,115.91,9470,9372,Backlog Exists,Average,Needs Improvement,At Risk
REC000435,EMP035,Employee 035,Team D,Quality Review,2026-07-11,Morning,79,92,0,3,2,95,88,6.31,8.0,97.06,Present,Completed,11.5,76.67,3.26,96.74,2.17,95.65,No,100,0,116.46,9470,9372,Backlog Exists,Average,Good,Met
REC000436,EMP036,Employee 036,Team D,Quality Review,2026-07-11,Night,60,70,0,2,2,95,66,5.7,8.0,97.52,Present,Completed,8.75,58.33,2.86,97.14,2.86,94.29,Yes,100,0,116.67,9470,9372,Backlog Exists,Low,Good,At Risk
REC000437,EMP037,Employee 037,Team D,Quality Review,2026-07-11,Afternoon,101,118,0,4,2,95,112,3.69,8.0,97.02,Present,Completed,14.75,98.33,3.39,96.61,1.69,94.92,Yes,100,0,116.83,9470,9372,Backlog Exists,High,Good,At Risk
REC000438,EMP038,Employee 038,Team D,Quality Review,2026-07-11,General,82,95,0,2,3,95,87,3.05,8.0,97.46,Present,Completed,11.88,79.17,2.11,97.89,3.16,91.58,Yes,100,0,115.85,9470,9372,Backlog Exists,Average,Good,At Risk
REC000439,EMP039,Employee 039,Team D,Quality Review,2026-07-11,Morning,59,69,0,5,1,95,60,3.07,8.0,93.4,Present,Completed,8.62,57.5,7.25,92.75,1.45,86.96,Yes,100,0,116.95,9470,9372,Backlog Exists,Low,Average,Breached
REC000440,EMP040,Employee 040,Team D,Quality Review,2026-07-11,Night,54,62,0,3,1,95,49,4.54,8.0,94.42,Present,Completed,7.75,51.67,4.84,95.16,1.61,79.03,Yes,100,0,114.81,9470,9372,Backlog Exists,Low,Average,Breached
REC000441,EMP001,Employee 001,Team A,Document Verification,2026-07-12,General,0,0,0,0,0,95,0,3.44,0.0,97.16,Leave,Pending,0.0,0.0,0.0,100.0,0.0,0.0,Yes,0,100,0.0,9372,9039,Backlog Exists,Low,Good,Breached
REC000442,EMP002,Employee 002,Team A,Document Verification,2026-07-12,General,70,85,0,2,2,95,75,5.58,8.0,97.63,Present,Completed,10.62,70.83,2.35,97.65,2.35,88.24,Yes,100,0,121.43,9372,9039,Backlog Exists,Low,Good,Breached
REC000443,EMP003,Employee 003,Team A,Document Verification,2026-07-12,General,80,97,0,2,1,95,90,5.99,8.0,97.87,Present,Completed,12.12,80.83,2.06,97.94,1.03,92.78,Yes,100,0,121.25,9372,9039,Backlog Exists,Average,Good,At Risk
REC000444,EMP004,Employee 004,Team A,Document Verification,2026-07-12,Night,74,90,0,3,2,95,80,3.17,8.0,97.05,Present,Completed,11.25,75.0,3.33,96.67,2.22,88.89,Yes,100,0,121.62,9372,9039,Backlog Exists,Average,Good,Breached
REC000445,EMP005,Employee 005,Team A,Document Verification,2026-07-12,Night,101,123,0,2,2,95,122,2.77,8.0,98.74,Present,Completed,15.38,100.0,1.63,98.37,1.63,99.19,No,100,0,121.78,9372,9039,Backlog Exists,High,Excellent,Met
REC000446,EMP006,Employee 006,Team A,Document Verification,2026-07-12,Afternoon,69,84,0,6,1,95,74,5.74,8.0,93.12,Present,Completed,10.5,70.0,7.14,92.86,1.19,88.1,Yes,100,0,121.74,9372,9039,Backlog Exists,Low,Average,Breached
REC000447,EMP007,Employee 007,Team A,Document Verification,2026-07-12,General,55,67,0,4,1,95,61,7.61,8.0,94.37,Present,Completed,8.38,55.83,5.97,94.03,1.49,91.04,Yes,100,0,121.82,9372,9039,Backlog Exists,Low,Average,At Risk
REC000448,EMP008,Employee 008,Team A,Document Verification,2026-07-12,General,72,88,0,2,2,95,78,5.96,8.0,97.17,Present,Completed,11.0,73.33,2.27,97.73,2.27,88.64,Yes,100,0,122.22,9372,9039,Backlog Exists,Low,Good,Breached
REC000449,EMP009,Employee 009,Team A,Document Verification,2026-07-12,General,63,76,0,9,2,95,66,4.0,8.0,88.66,Present,Completed,9.5,63.33,11.84,88.16,2.63,86.84,Yes,100,0,120.63,9372,9039,Backlog Exists,Low,Needs Improvement,Breached
REC000450,EMP010,Employee 010,Team A,Document Verification,2026-07-12,General,125,150,0,0,4,95,144,5.32,8.0,99.75,Present,Completed,18.75,100.0,0.0,100.0,2.67,96.0,No,100,0,120.0,9372,9039,Backlog Exists,High,Excellent,Met
REC000451,EMP011,Employee 011,Team B,Data Entry,2026-07-12,General,95,90,5,2,1,95,82,5.12,7.5,97.71,Late,Partial,12.0,80.0,2.22,97.78,1.11,91.11,Yes,100,0,94.74,9372,9039,Backlog Exists,Average,Good,At Risk
REC000452,EMP012,Employee 012,Team B,Data Entry,2026-07-12,Afternoon,140,134,6,0,2,95,125,3.34,8.0,99.96,Present,Partial,16.75,100.0,0.0,100.0,1.49,93.28,Yes,100,0,95.71,9372,9039,Backlog Exists,High,Excellent,At Risk
REC000453,EMP013,Employee 013,Team B,Data Entry,2026-07-12,Night,67,64,3,2,1,95,56,6.31,8.0,96.15,Present,Partial,8.0,53.33,3.12,96.88,1.56,87.5,Yes,100,0,95.52,9372,9039,Backlog Exists,Low,Good,Breached
REC000454,EMP014,Employee 014,Team B,Data Entry,2026-07-12,Morning,104,100,4,5,2,95,90,6.9,8.0,94.83,Present,Partial,12.5,83.33,5.0,95.0,2.0,90.0,Yes,100,0,96.15,9372,9039,Backlog Exists,Average,Average,At Risk
REC000455,EMP015,Employee 015,Team B,Data Entry,2026-07-12,Night,78,74,4,8,2,95,65,4.79,8.0,89.19,Present,Partial,9.25,61.67,10.81,89.19,2.7,87.84,Yes,100,0,94.87,9372,9039,Backlog Exists,Low,Needs Improvement,Breached
REC000456,EMP016,Employee 016,Team B,Data Entry,2026-07-12,Night,110,105,5,2,1,95,104,5.38,8.0,97.81,Present,Partial,13.12,87.5,1.9,98.1,0.95,99.05,No,100,0,95.45,9372,9039,Backlog Exists,Average,Good,Met
REC000457,EMP017,Employee 017,Team B,Data Entry,2026-07-12,Afternoon,100,96,4,11,5,95,83,6.5,8.0,88.34,Present,Partial,12.0,80.0,11.46,88.54,5.21,86.46,Yes,100,0,96.0,9372,9039,Backlog Exists,Average,Needs Improvement,Breached
REC000458,EMP018,Employee 018,Team B,Data Entry,2026-07-12,Morning,84,80,4,4,3,95,73,5.86,8.0,95.21,Present,Partial,10.0,66.67,5.0,95.0,3.75,91.25,Yes,100,0,95.24,9372,9039,Backlog Exists,Low,Good,At Risk
REC000459,EMP019,Employee 019,Team B,Data Entry,2026-07-12,Night,110,105,5,2,2,95,100,3.97,8.0,97.85,Present,Partial,13.12,87.5,1.9,98.1,1.9,95.24,No,100,0,95.45,9372,9039,Backlog Exists,Average,Good,Met
REC000460,EMP020,Employee 020,Team B,Data Entry,2026-07-12,Afternoon,49,46,3,2,1,95,35,4.57,8.0,94.94,Present,Partial,5.75,38.33,4.35,95.65,2.17,76.09,Yes,100,0,93.88,9372,9039,Backlog Exists,Low,Average,Breached
REC000461,EMP021,Employee 021,Team C,Application Processing,2026-07-12,Afternoon,96,86,10,2,3,95,78,4.6,7.5,97.39,Late,Partial,11.47,76.44,2.33,97.67,3.49,90.7,Yes,100,0,89.58,9372,9039,Backlog Exists,Average,Good,At Risk
REC000462,EMP022,Employee 022,Team C,Application Processing,2026-07-12,General,91,82,9,2,2,95,76,5.24,8.0,97.52,Present,Partial,10.25,68.33,2.44,97.56,2.44,92.68,Yes,100,0,90.11,9372,9039,Backlog Exists,Low,Good,At Risk
REC000463,EMP023,Employee 023,Team C,Application Processing,2026-07-12,Night,124,112,12,2,3,95,107,6.2,8.0,98.11,Present,Partial,14.0,93.33,1.79,98.21,2.68,95.54,No,100,0,90.32,9372,9039,Backlog Exists,High,Excellent,Met
